#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-14T21:10:08 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a8f53d18970b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=37	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/244/21&tab:{J/ApJS/244/21/table3}&key:source=J/ApJS/244/21&HTTPPRM:&&-ref=VIZ62a8f53d18970b&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/244/21/table3
#-order=I
#-out=KIC
#-out=Kpmag
#-out=Q
#-out=Teff
#-out=E_Teff
#-out=e_Teff
#-out=logg
#-out=E_logg
#-out=e_logg
#-out=Mass
#-out=E_Mass
#-out=e_Mass
#-out=Prot
#-out=E_Prot
#-out=Sph
#-out=E_Sph
#-out=Fl1
#-out=DMK
#-out=Fl2
#-out=Fl3
#-out=Fl4
#-out=Fl5
#-out=M17
#M17=M17
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_22440021
#Name: J/ApJS/244/21
#Title: Surface rotation & activity of Kepler stars. I. (Santos+, 2019)
#Table	J_ApJS_244_21_table3:
#Name: J/ApJS/244/21/table3
#Title: Stellar properties for stars with successfully recovered rotation period
#Column	KIC	(I8)	[892834/12984138] Kepler Input Catalog ID	[ucd=meta.id;meta.main]
#Column	Kpmag	(F6.3)	[9/20]? Kepler magnitude	[ucd=phot.mag;em.opt]
#Column	Q	(A5)	First and last observed Kepler Quarters	[ucd=meta.note]
#Column	Teff	(I4)	[2500/5199] Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(I3)	[0/636] Upper uncertainty on Teff	[ucd=stat.error;stat.max]
#Column	e_Teff	(I3)	[0/706] Lower uncertainty on Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F6.3)	[4.3/5.4] Log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F6.3)	[0/0.3] Upper uncertainty on logg	[ucd=stat.error;stat.max]
#Column	e_logg	(F6.3)	[0/0.9] Lower uncertainty on logg	[ucd=stat.error]
#Column	Mass	(F6.3)	[0.08/1] Mass	[ucd=phys.mass]
#Column	E_Mass	(F6.3)	[0/0.2] Upper uncertainty on Mass	[ucd=stat.error;stat.max]
#Column	e_Mass	(F6.3)	[0/0.3] Lower uncertainty on Mass	[ucd=stat.error;phys.mass]
#Column	Prot	(F6.2)	[0.2/143.1] Rotation period	[ucd=time.period]
#Column	E_Prot	(F5.2)	[0.03/14]? Uncertainty on Prot	[ucd=stat.error;stat.max]
#Column	Sph	(F7.1)	[1.6/65595.7] Photometric activity proxy	[ucd=spect.index]
#Column	E_Sph	(F7.1)	[2.9/11377.5] Uncertainty on Sph	[ucd=stat.error;stat.max]
#Column	Fl1	(I1)	[1]? CP/CB candidate flag (1=Type 1 CP/CB candidate) (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	DMK	(F6.3)	[-1.3/0.8]? Luminosity excess correction (G1)	[ucd=phot.color.excess]
#Column	Fl2	(I1)	[0/1]? GAIA binary flag (G2) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl3	(I1)	[0/1]? GAIA subgiant flag (G3) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl4	(I1)	[0/1]? KOI flag (G4) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl5	(I1)	[0/2]? FliPer Class flag (G5) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	M17	(A3)	Display the data from the KSPC DR25 (Mathur+, 2017, J/ApJS/229/30)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KIC	Kpmag	Q	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	Mass	E_Mass	e_Mass	Prot	E_Prot	Sph	E_Sph	Fl1	DMK	Fl2	Fl3	Fl4	Fl5	M17	Simbad	_RA	_DE
 5956957	14.963	 1-17	3876	 85	 93	 4.717	 0.036	 0.021	 0.543	 0.030	 0.033	 14.69	 1.06	 3185.5	  114.6	 	      	0	0	 	0	M17	Simbad	290.71359	+41.22126
 5957181	15.646	 1-17	3989	107	107	 4.714	 0.031	 0.035	 0.581	 0.037	 0.050	 19.12	 1.63	 1437.8	   53.7	 	      	 	 	 	0	M17	Simbad	290.79037	+41.26461
 5959491	15.681	 1-17	4909	148	133	 4.602	 0.036	 0.054	 0.766	 0.069	 0.069	 32.83	 5.74	 1714.6	   47.4	 	      	0	0	 	0	M17	Simbad	291.55228	+41.26491
 5960066	15.658	 4-17	3994	 79	 95	 4.701	 0.020	 0.027	 0.601	 0.024	 0.033	 30.63	 2.27	 1315.0	   39.7	 	      	1	0	 	0	M17	Simbad	291.74500	+41.28708
 5960966	13.790	 1-17	4271	 85	 76	 4.666	 0.039	 0.015	 0.561	 0.034	 0.022	 32.38	 4.80	  656.0	   17.6	 	      	 	 	 	0	M17	Simbad	292.04468	+41.23265
 5961146	15.737	 1-17	4865	145	130	 4.666	 0.031	 0.058	 0.699	 0.060	 0.067	 24.03	 1.92	 1067.8	   39.0	 	      	 	 	 	2	M17	Simbad	292.10873	+41.21331
 5961286	14.044	 1-17	4379	 78	 87	 4.671	 0.015	 0.032	 0.647	 0.028	 0.037	 24.71	 2.22	  571.5	   18.5	 	      	0	0	 	0	M17	Simbad	292.15240	+41.24423
 5961302	13.453	 0-17	4685	 84	 74	 4.618	 0.020	 0.033	 0.733	 0.036	 0.036	 31.71	 5.04	  197.9	    7.0	 	      	0	0	 	0	M17	Simbad	292.15738	+41.20855
 5962022	15.792	 4-17	4856	175	175	 4.583	 0.065	 0.035	 0.676	 0.088	 0.054	  8.86	 0.70	 4774.0	  224.1	 	      	1	0	 	0	M17	Simbad	292.38522	+41.26675
 5962129	15.448	 1-17	5161	162	162	 4.452	 0.116	 0.174	 0.821	 0.092	 0.064	 17.23	 1.30	 6273.2	  203.8	 	      	0	0	 	0	M17	Simbad	292.41946	+41.22166
 5962144	16.649	 3- 5	4490	158	158	 4.634	 0.024	 0.042	 0.745	 0.037	 0.075	 27.04	 2.96	  212.0	   33.7	 	      	0	0	 	0	M17	Simbad	292.42480	+41.27567
 5962157	15.520	 1-17	4947	151	136	 4.542	 0.071	 0.044	 0.737	 0.087	 0.055	 10.98	 0.82	 4492.8	  187.3	 	      	0	0	 	0	M17	Simbad	292.42859	+41.25670
 5962532	15.433	 1-17	5065	166	151	 4.612	 0.061	 0.044	 0.658	 0.079	 0.036	  2.04	 0.14	 8437.5	  785.2	 	-0.170	0	0	 	2	M17	Simbad	292.54794	+41.26042
 5962587	14.782	 1-17	5052	181	181	 4.660	 0.028	 0.077	 0.726	 0.071	 0.071	 34.23	 6.54	 1229.3	   31.7	 	      	 	 	 	0	M17	Simbad	292.56778	+41.21820
 5962956	15.087	 1-17	3515	 42	 47	 4.885	 0.035	 0.031	 0.381	 0.035	 0.039	  1.38	 0.09	13352.4	 1477.6	1	      	0	0	 	1	M17	Simbad	292.68317	+41.21467
 5963742	14.535	 1-17	4966	136	136	 4.642	 0.035	 0.065	 0.742	 0.064	 0.078	 13.24	 1.02	 2975.4	  111.3	 	      	 	 	 	0	M17	Simbad	292.93573	+41.25547
 5963753	11.639	 0-17	4535	159	159	 4.623	 0.046	 0.032	 0.653	 0.071	 0.058	 37.96	 4.10	  589.4	   13.2	 	      	0	0	 	0	M17	Simbad	292.93951	+41.25313
 5964539	15.771	 1-17	4318	129	129	 4.638	 0.049	 0.024	 0.611	 0.066	 0.050	 17.72	 1.50	  470.7	   27.6	 	      	1	0	 	0	M17	Simbad	293.14429	+41.27539
 5964598	15.897	 4-17	3565	 53	 53	 4.961	 0.048	 0.036	 0.305	 0.043	 0.039	 25.94	 2.12	  246.3	   18.3	 	      	 	 	 	0	M17	Simbad	293.16187	+41.28528
 5964734	12.966	 0-17	4489	 80	 80	 4.597	 0.045	 0.012	 0.669	 0.041	 0.027	 19.12	 1.48	 4745.9	  141.3	 	      	0	0	 	0	M17	Simbad	293.19727	+41.28363
 5965012	14.525	 1-17	5150	154	154	 4.566	 0.036	 0.084	 0.845	 0.064	 0.080	  9.43	 0.69	 8283.2	  352.8	 	      	0	0	 	0	M17	Simbad	293.28009	+41.27659
 5965052	13.868	 2-17	4099	131	160	 4.739	 0.078	 0.045	 0.520	 0.055	 0.067	 22.89	 1.81	 1016.8	   30.7	 	      	1	0	 	0	M17	Simbad	293.29343	+41.20151
 5965468	13.945	 1-17	4808	130	130	 4.574	 0.063	 0.031	 0.693	 0.086	 0.053	 16.78	 1.58	  380.3	   16.2	 	      	0	0	 	0	M17	Simbad	293.41476	+41.20960
 5965747	16.014	 6- 6	3699	 59	 66	 4.877	 0.048	 0.036	 0.397	 0.033	 0.044	 31.71	 2.87	 1060.3	   83.0	 	      	0	0	 	0	M17	Simbad	293.49994	+41.24364
 5966302	15.104	 1-17	3671	 74	 74	 4.887	 0.060	 0.049	 0.379	 0.047	 0.058	 15.75	 1.12	 1197.9	   47.4	 	      	0	0	 	0	M17	Simbad	293.66998	+41.22382
 5966432	14.502	 1-17	4084	121	134	 4.640	 0.049	 0.021	 0.631	 0.044	 0.060	 37.97	 4.97	  793.3	   20.4	 	      	 	 	 	0	M17	Simbad	293.70490	+41.22061
 5966921	14.499	 1-17	3983	140	140	 4.649	 0.056	 0.020	 0.615	 0.046	 0.062	  5.09	 0.35	28267.5	 1613.6	 	      	0	0	 	2	M17	Simbad	293.84753	+41.29257
 5967315	13.864	 3-16	4937	176	176	 4.549	 0.072	 0.048	 0.727	 0.095	 0.055	 29.79	 3.42	 2765.6	   82.3	 	      	0	0	 	0	M17	Simbad	293.94797	+41.24789
 5972315	13.670	 1-17	4384	 79	 79	 4.678	 0.012	 0.042	 0.655	 0.030	 0.036	 49.07	 7.68	  575.3	   14.8	 	      	 	 	 	0	M17	Simbad	295.28284	+41.20318
 5975314	15.650	 2-17	4430	145	132	 4.566	 0.064	 0.016	 0.729	 0.038	 0.046	  1.31	 0.09	 1217.2	  180.7	 	      	 	 	 	0	M17	Simbad	295.98019	+41.26893
 5976467	15.788	 4-17	4774	172	172	 4.537	 0.072	 0.039	 0.757	 0.065	 0.059	 34.00	 4.37	  917.8	   29.8	 	      	0	0	 	0	M17	Simbad	296.23892	+41.20683
 5976621	14.501	 1-17	4363	131	131	 4.704	 0.036	 0.050	 0.591	 0.053	 0.053	 36.43	 5.66	 1224.3	   29.9	 	      	0	0	 	0	M17	Simbad	296.26749	+41.28937
 5977477	15.709	 1-17	4455	134	121	 4.626	 0.039	 0.028	 0.673	 0.060	 0.060	 27.23	 2.20	 1170.9	   38.9	 	      	0	0	 	0	M17	Simbad	296.45950	+41.24886
 5977527	15.745	 4-17	5102	183	183	 4.604	 0.030	 0.084	 0.845	 0.062	 0.090	 16.42	 1.22	 3088.9	  111.0	 	      	0	0	 	0	M17	Simbad	296.47214	+41.23839
 5977859	15.610	 1-17	4391	118	131	 4.598	 0.052	 0.017	 0.671	 0.057	 0.052	 31.71	 3.53	 1050.0	   32.6	 	      	0	0	 	0	M17	Simbad	296.55203	+41.22334
 5977899	15.959	 1-17	3610	 80	 89	 4.904	 0.072	 0.059	 0.368	 0.058	 0.071	 33.06	 2.41	 3705.4	   93.7	 	      	0	0	 	0	M17	Simbad	296.56042	+41.26473
 5977935	15.533	 1-17	3651	 43	 49	 4.802	 0.035	 0.025	 0.461	 0.028	 0.031	 17.60	 1.35	 1643.3	   61.3	 	      	0	0	 	0	M17	Simbad	296.56921	+41.27919
 5978170	15.561	 1-17	4234	128	141	 4.630	 0.049	 0.021	 0.636	 0.056	 0.056	 32.36	 3.08	   54.4	    9.6	 	      	 	 	1	0	M17	Simbad	296.61725	+41.28119
 5978390	15.991	 4-17	4489	161	161	 4.607	 0.048	 0.024	 0.670	 0.067	 0.054	 29.59	 2.56	 1334.6	   43.6	 	      	0	0	 	0	M17	Simbad	296.66849	+41.22672
 5978947	14.736	 1-17	4202	126	126	 4.635	 0.049	 0.021	 0.622	 0.060	 0.054	 39.86	 4.11	 1359.1	   31.9	 	      	0	0	 	0	M17	Simbad	296.79675	+41.20075
 5979488	15.861	 1-17	4568	136	136	 4.637	 0.036	 0.036	 0.667	 0.070	 0.058	 11.85	 0.81	 2931.5	  126.3	 	      	0	0	 	0	M17	Simbad	296.91653	+41.21246
 5979710	15.262	 4-17	4436	156	156	 4.607	 0.052	 0.024	 0.658	 0.067	 0.054	 10.53	 0.70	  698.0	   39.5	 	      	 	 	 	0	M17	Simbad	296.96344	+41.29532
 5979871	14.574	 1-17	5100	154	154	 4.572	 0.078	 0.052	 0.675	 0.090	 0.042	 24.62	 2.08	  147.7	    8.9	 	      	1	0	 	0	M17	Simbad	297.00098	+41.27197
 5980128	15.889	 1-17	4729	148	164	 4.755	 0.039	 0.024	 0.520	 0.035	 0.022	 24.54	 2.17	 1211.6	   43.6	 	      	1	0	 	0	M17	Simbad	297.05716	+41.21116
 5980165	15.721	 4-17	4954	176	176	 4.535	 0.072	 0.048	 0.741	 0.095	 0.055	 11.13	 0.82	 2734.1	  120.9	 	      	0	0	 	0	M17	Simbad	297.06470	+41.25935
 5980208	15.031	 1-17	4258	114	139	 4.635	 0.053	 0.021	 0.610	 0.060	 0.055	 15.75	 1.35	 1296.5	   50.2	 	      	0	0	0	0	M17	Simbad	297.07379	+41.22448
 5980248	13.663	 1-17	4317	115	140	 4.737	 0.065	 0.035	 0.507	 0.037	 0.042	 39.33	 6.24	  323.8	    9.1	 	      	 	 	 	0	M17	Simbad	297.08334	+41.22067
 5980410	15.159	 1-17	4228	113	126	 4.641	 0.049	 0.021	 0.609	 0.061	 0.055	 12.88	 0.92	 1067.9	   48.1	 	      	1	0	 	0	M17	Simbad	297.11670	+41.26542
 5980882	15.347	 1-17	4987	151	136	 4.574	 0.045	 0.055	 0.786	 0.071	 0.071	 14.19	 1.08	 3000.7	  112.8	 	      	0	0	 	0	M17	Simbad	297.22144	+41.28536
 5980953	15.167	 1-17	5015	151	151	 4.565	 0.072	 0.048	 0.691	 0.093	 0.050	 21.97	 2.03	  100.1	   10.5	 	      	1	0	 	0	M17	Simbad	297.24042	+41.26841
 5981515	15.448	 1-17	5086	151	151	 4.569	 0.072	 0.048	 0.686	 0.093	 0.043	 11.06	 0.83	 2116.9	   94.6	 	      	1	0	 	0	M17	Simbad	297.34787	+41.24143
 5982132	14.087	 1-17	4335	129	142	 4.697	 0.059	 0.032	 0.532	 0.052	 0.036	 12.27	 0.87	 1904.8	   75.0	 	      	 	 	 	0	M17	Simbad	297.48242	+41.23225
 5983143	15.245	 1-17	4437	119	133	 4.630	 0.048	 0.024	 0.622	 0.070	 0.044	 13.43	 1.07	 2179.0	   86.5	 	      	0	0	 	0	M17	Simbad	297.68768	+41.22161
 5983214	14.220	 1-17	4876	145	131	 4.608	 0.065	 0.035	 0.640	 0.084	 0.036	 24.69	 3.67	  206.5	    9.5	 	      	0	0	 	0	M17	Simbad	297.70602	+41.22325
 5983447	15.757	 1-17	5113	153	153	 4.609	 0.028	 0.083	 0.834	 0.059	 0.095	 29.38	 2.71	 1517.8	   46.0	 	      	0	0	 	0	M17	Simbad	297.75806	+41.20769
 5984358	15.615	 1-17	4481	134	134	 4.691	 0.054	 0.032	 0.544	 0.050	 0.031	 13.81	 1.04	  461.3	   29.3	 	      	0	0	 	0	M17	Simbad	297.96915	+41.24983
 5985533	14.922	 1-17	4671	126	140	 4.595	 0.059	 0.027	 0.665	 0.082	 0.048	 22.12	 2.40	  206.8	   12.2	 	      	0	0	 	0	M17	Simbad	298.23218	+41.22635
 5985654	13.762	 1-17	4963	148	134	 4.605	 0.065	 0.040	 0.643	 0.078	 0.036	 30.84	 2.62	  490.9	   14.2	 	      	1	0	 	0	M17	Simbad	298.25583	+41.24386
 5986246	15.244	 1-17	4392	130	143	 4.726	 0.054	 0.036	 0.524	 0.039	 0.034	 20.07	 1.56	 2718.9	   86.1	 	      	0	0	 	0	M17	Simbad	298.37750	+41.27097
 5987444	15.668	 1-17	3920	105	105	 4.700	 0.039	 0.021	 0.554	 0.034	 0.030	 35.68	 4.50	  880.0	   33.0	 	      	0	0	 	0	M17	Simbad	298.64444	+41.23751
 5987983	15.549	 1-17	4602	138	138	 4.559	 0.064	 0.020	 0.734	 0.057	 0.051	 16.99	 1.25	 4897.2	  163.4	 	      	0	0	 	0	M17	Simbad	298.75909	+41.20710
 5988330	12.481	 0-17	4607	123	137	 4.713	 0.048	 0.028	 0.534	 0.035	 0.022	 33.29	 3.71	 1358.3	   31.6	 	      	 	 	 	0	M17	Simbad	298.83301	+41.24412
 5988823	15.192	 1-17	4983	136	136	 4.633	 0.035	 0.065	 0.764	 0.064	 0.085	 26.48	 2.03	  712.5	   24.9	 	      	0	0	 	0	M17	Simbad	298.93591	+41.27197
 5989187	14.191	 1-17	5102	168	137	 4.484	 0.099	 0.121	 0.791	 0.093	 0.062	  8.15	 0.62	 3777.3	  176.2	 	      	0	0	 	0	M17	Simbad	299.00607	+41.23444
 5989401	15.780	 1-17	4262	128	128	 4.616	 0.049	 0.017	 0.654	 0.056	 0.056	 12.53	 0.72	 1431.2	   67.6	 	      	0	0	 	0	M17	Simbad	299.04565	+41.20876
 5989570	15.548	 4-17	4876	186	169	 4.531	 0.072	 0.048	 0.755	 0.083	 0.055	 13.61	 1.04	  911.9	   44.4	 	      	0	0	 	0	M17	Simbad	299.07846	+41.23068
 5990487	15.569	 1-17	4470	120	134	 4.701	 0.032	 0.052	 0.607	 0.055	 0.055	 28.78	 2.32	 2331.4	   64.5	 	      	0	0	 	0	M17	Simbad	299.25522	+41.28554
 5990853	15.989	 2-17	4264	127	127	 4.661	 0.052	 0.028	 0.578	 0.061	 0.051	 10.68	 0.76	 3310.7	  152.3	 	      	0	0	 	0	M17	Simbad	299.32553	+41.22794
 5990918	15.370	 1-17	4248	115	128	 4.633	 0.053	 0.021	 0.615	 0.062	 0.050	 15.64	 1.15	 2286.1	   84.5	 	      	0	0	 	0	M17	Simbad	299.33743	+41.29139
 5991378	15.544	 1-17	4248	115	140	 4.688	 0.063	 0.027	 0.537	 0.056	 0.041	 19.69	 1.90	  361.9	   21.1	 	      	0	0	 	0	M17	Simbad	299.43921	+41.27346
 6019406	14.405	 1-16	4441	120	146	 4.710	 0.054	 0.031	 0.526	 0.040	 0.029	 37.71	 5.61	 1293.3	   35.2	 	      	 	 	 	0	M17	Simbad	282.31403	+41.32312
 6019796	15.833	 1-16	4582	124	138	 4.587	 0.056	 0.024	 0.683	 0.068	 0.056	 21.51	 1.80	 2587.6	   90.8	 	      	1	0	 	0	M17	Simbad	282.50922	+41.34096
 6019923	14.036	 1-16	3530	 64	 71	 4.876	 0.050	 0.041	 0.390	 0.041	 0.056	 37.97	 2.97	 2732.7	   70.7	 	      	 	 	 	0	M17	Simbad	282.56958	+41.34685
 6019999	15.880	 1-16	3417	 46	 46	 5.009	 0.040	 0.060	 0.271	 0.045	 0.041	 40.14	 3.23	 2946.2	   81.2	 	      	0	0	 	2	M17	Simbad	282.60040	+41.39067
 6020256	15.965	 1-16	3694	 83	 92	 4.860	 0.071	 0.058	 0.419	 0.048	 0.072	 20.35	 1.69	  987.8	   47.0	 	      	0	0	 	0	M17	Simbad	282.73526	+41.38958
 6020636	14.510	 1-16	5151	169	154	 4.477	 0.095	 0.095	 0.839	 0.079	 0.059	 21.21	 1.70	 3499.6	  108.3	 	      	0	0	 	0	M17	Simbad	282.91956	+41.36028
 6020691	16.266	 6- 6	3661	 43	 47	 4.840	 0.030	 0.036	 0.448	 0.025	 0.034	 16.08	 1.34	 2074.6	  142.3	 	      	0	0	 	2	M17	Simbad	282.94327	+41.33347
 6020848	12.600	 0-16	4841	170	170	 4.585	 0.054	 0.041	 0.702	 0.083	 0.053	  7.93	 0.57	 4043.7	  188.8	 	      	 	 	 	0	M17	Simbad	283.01978	+41.37494
 6020953	15.168	 1-16	5150	138	153	 4.628	 0.033	 0.083	 0.792	 0.065	 0.090	  7.93	 0.52	  749.2	   48.9	 	      	0	0	 	0	M17	Simbad	283.06323	+41.39170
 6021204	15.065	 1-16	5153	171	155	 4.456	 0.105	 0.116	 0.837	 0.080	 0.060	 24.71	 4.38	  316.2	   17.4	 	      	0	0	 	0	M17	Simbad	283.19772	+41.34900
 6021431	14.042	 1-16	4342	117	143	 4.715	 0.065	 0.030	 0.518	 0.043	 0.039	 12.88	 0.94	 3065.4	  132.7	 	      	0	0	 	0	M17	Simbad	283.31628	+41.36167
 6021510	15.391	 1-16	4295	127	127	 4.659	 0.054	 0.027	 0.571	 0.062	 0.045	 46.11	 3.19	 1229.1	   34.1	 	      	0	0	 	0	M17	Simbad	283.35547	+41.34596
 6021570	15.768	 1-16	3905	 97	107	 4.736	 0.054	 0.040	 0.538	 0.051	 0.061	 15.75	 1.34	 1853.7	   81.9	 	      	0	0	 	0	M17	Simbad	283.38815	+41.38409
 6021786	15.269	 1-16	4380	132	132	 4.612	 0.039	 0.024	 0.704	 0.043	 0.054	  0.55	 0.04	 8392.6	 1519.8	1	      	 	 	 	2	M17	Simbad	283.49203	+41.39934
 6022651	15.314	 1-16	5041	151	136	 4.612	 0.035	 0.070	 0.795	 0.064	 0.085	 15.86	 1.24	 4509.9	  170.7	 	      	0	0	 	0	M17	Simbad	283.90869	+41.37037
 6023332	14.471	 2-15	4484	121	134	 4.617	 0.052	 0.024	 0.634	 0.070	 0.051	  4.65	 0.33	15352.8	  949.0	 	      	0	0	 	0	M17	Simbad	284.23117	+41.33554
 6023369	15.418	 1-16	4960	164	134	 4.493	 0.077	 0.056	 0.844	 0.048	 0.053	 32.83	 2.57	 1667.6	   52.7	 	      	0	0	 	0	M17	Simbad	284.24585	+41.39765
 6023441	14.936	 1-16	4937	148	148	 4.612	 0.020	 0.075	 0.854	 0.037	 0.079	 35.19	 3.35	 2784.2	   76.7	 	      	0	0	 	0	M17	Simbad	284.28223	+41.33711
 6023713	15.855	 1-16	4673	138	152	 4.740	 0.046	 0.025	 0.530	 0.032	 0.024	 19.39	 1.58	 3921.2	  129.9	 	      	1	0	 	0	M17	Simbad	284.41986	+41.30302
 6024238	14.179	 1-16	4224	113	126	 4.652	 0.056	 0.024	 0.583	 0.065	 0.047	 24.37	 1.78	 4085.6	  127.5	 	      	0	0	 	0	M17	Simbad	284.69080	+41.31477
 6024250	15.345	 1- 3	5094	166	151	 4.469	 0.102	 0.331	 0.813	 0.085	 0.057	 17.36	 2.48	  434.9	   25.3	 	      	0	0	 	0	M17	Simbad	284.69608	+41.31031
 6024496	15.634	 1-16	4491	134	134	 4.618	 0.052	 0.024	 0.632	 0.076	 0.044	 15.42	 1.31	 1631.0	   68.0	 	      	1	0	 	0	M17	Simbad	284.82217	+41.32751
 6024737	15.681	 1-16	4313	115	153	 4.741	 0.070	 0.035	 0.499	 0.037	 0.042	 18.86	 1.49	 5515.8	  195.2	 	      	1	0	 	0	M17	Simbad	284.94427	+41.39582
 6025130	15.695	 1-16	5120	153	138	 4.597	 0.050	 0.061	 0.724	 0.088	 0.059	 21.81	 3.07	  984.5	   43.3	 	      	0	0	 	0	M17	Simbad	285.15384	+41.36802
 6025177	15.325	 1-16	4632	139	139	 4.586	 0.052	 0.028	 0.704	 0.070	 0.058	 32.60	 3.03	  245.4	   14.5	 	      	0	0	 	0	M17	Simbad	285.17639	+41.39881
 6025335	15.567	 1-16	4963	148	148	 4.605	 0.066	 0.039	 0.643	 0.078	 0.036	 27.61	 3.79	  379.0	   21.4	 	      	0	0	 	0	M17	Simbad	285.23990	+41.38438
 6025961	15.692	 2- 3	5094	169	138	 4.614	 0.066	 0.048	 0.635	 0.073	 0.026	  6.05	 0.47	 3471.2	  201.9	 	      	 	 	 	0	M17	Simbad	285.53888	+41.37533
 6026154	15.930	 1-16	4801	143	143	 4.598	 0.036	 0.044	 0.754	 0.067	 0.067	 27.23	 1.90	  912.4	   43.1	 	      	0	0	 	0	M17	Simbad	285.63089	+41.30478
 6026438	15.549	 1-16	4650	125	139	 4.589	 0.048	 0.028	 0.704	 0.070	 0.058	 28.38	 2.14	 1905.4	   66.1	 	      	0	0	0	0	M17	Simbad	285.75146	+41.33564
 6026443	14.858	 1-16	4491	134	121	 4.580	 0.056	 0.017	 0.702	 0.058	 0.052	 40.14	 3.87	  671.6	   20.7	 	      	0	0	 	0	M17	Simbad	285.75412	+41.30099
 6026814	15.663	 1-16	3553	 48	 58	 4.906	 0.036	 0.040	 0.379	 0.037	 0.050	 44.54	 4.05	 1506.2	   42.5	 	      	0	0	 	0	M17	Simbad	285.91638	+41.38209
 6026859	15.628	 2-16	4970	149	149	 4.488	 0.090	 0.110	 0.806	 0.068	 0.055	 24.03	 1.80	 3433.1	  122.7	 	      	0	0	 	0	M17	Simbad	285.93839	+41.37815
 6026869	15.646	 1-16	4307	129	129	 4.648	 0.030	 0.033	 0.670	 0.045	 0.065	 15.53	 1.18	 1491.3	   67.0	 	      	1	0	 	0	M17	Simbad	285.94345	+41.38727
 6026981	14.675	 1-16	5041	149	149	 4.486	 0.090	 0.110	 0.799	 0.080	 0.062	 22.27	 1.74	 3414.5	  111.8	 	      	0	0	 	0	M17	Simbad	286.00021	+41.38014
 6029297	15.359	 4-17	4295	150	165	 4.669	 0.021	 0.052	 0.705	 0.036	 0.067	 27.80	 1.93	 1412.2	   42.1	 	      	 	 	 	0	M17	Simbad	287.11499	+41.30671
 6032373	15.637	 1-17	3883	 62	 69	 4.749	 0.024	 0.027	 0.533	 0.022	 0.030	 24.54	 1.92	 1255.6	   42.6	 	      	0	0	 	0	M17	Simbad	288.45398	+41.37083
 6032448	15.548	 1-17	4585	152	152	 4.556	 0.064	 0.024	 0.741	 0.049	 0.053	  1.21	 0.08	34317.5	 4032.4	1	      	1	0	 	1	M17	Simbad	288.48676	+41.30006
 6032557	15.431	 1-17	4955	149	149	 4.517	 0.084	 0.058	 0.766	 0.075	 0.060	 32.38	 3.97	  312.5	   14.7	 	      	0	0	 	0	M17	Simbad	288.52994	+41.38676
 6032666	15.974	 1-17	3583	 78	 78	 4.922	 0.066	 0.054	 0.351	 0.055	 0.067	 31.93	 2.40	 3483.2	   90.4	 	      	0	0	 	0	M17	Simbad	288.57187	+41.30479
 6032882	15.430	 1-17	4999	151	136	 4.562	 0.072	 0.044	 0.697	 0.093	 0.050	 28.58	 2.65	 2000.9	   56.0	 	      	0	0	 	0	M17	Simbad	288.64722	+41.34125
 6032907	15.338	 1-17	3900	 97	107	 4.727	 0.050	 0.041	 0.555	 0.046	 0.062	 21.66	 1.84	 1501.7	   50.0	 	      	0	0	 	0	M17	Simbad	288.65308	+41.39218
 6032946	14.795	 1-17	4388	118	131	 4.669	 0.054	 0.027	 0.562	 0.058	 0.037	 14.19	 0.96	 2444.5	   90.6	 	      	0	0	 	0	M17	Simbad	288.66684	+41.38979
 6033699	15.734	 2-17	4840	145	130	 4.551	 0.066	 0.044	 0.727	 0.083	 0.060	 33.06	 3.10	  691.8	   24.8	 	      	0	0	 	0	M17	Simbad	288.94397	+41.36232
