kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
5561278,K01621.01,Kepler-911 b,CONFIRMED,6458,137,2020AJ....159..280B,17.69,0.28,2018MNRAS.474.2094A,2,9,,,,,,,2.54,2022AJ....163..179P,20.31,2567,0,1,--,$> 113$,--
5437945,K03791.01,Kepler-460 b,CONFIRMED,6340,209,2021ApJS..255...17S,17.68,0.28,2021ApJS..255...17S,-10,14,,,,,,,7.23,10.26133/NEA4,440.78,775,0,1,--,$> 115$,--
5437945,K03791.02,Kepler-460 c,CONFIRMED,6340,209,2021ApJS..255...17S,17.68,0.28,2021ApJS..255...17S,-10,14,,,,,,,5.94,10.26133/NEA4,220.14,775,0,1,--,$> 115$,--
10583066,K00747.01,Kepler-661 b,CONFIRMED,4435,80,2020AJ....159..280B,nan,nan,,29,58,,,,,,,2.85,2022AJ....163..179P,6.03,0,0,1,--,$> 115$,--
4263293,K01895.01,Kepler-331 b,CONFIRMED,4457,76,2020AJ....159..280B,nan,nan,,29,8,,,,,,,2.41,2022AJ....163..179P,8.46,0,0,1,--,$> 117$,--
4263293,K01895.02,Kepler-331 c,CONFIRMED,4457,76,2020AJ....159..280B,nan,nan,,29,8,,,,,,,2.62,2022AJ....163..179P,17.28,0,0,1,--,$> 117$,--
4263293,K01895.03,Kepler-331 d,CONFIRMED,4457,76,2020AJ....159..280B,nan,nan,,29,8,,,,,,,2.35,2020AJ....160..108B,32.13,0,0,1,--,$> 117$,--
12506770,K01577.01,Kepler-895 b,CONFIRMED,4328,78,2020AJ....159..280B,nan,nan,,-8,60,,,,,,,1.56,2022AJ....163..179P,2.81,0,0,1,--,$> 119$,--
6105462,K02098.01,Kepler-1093 b,CONFIRMED,6429,,2017ApJS..229...30M,nan,nan,,20,5,,,,,,,2.26,10.26133/NEA4,25.08,262,4,1,--,$> 120$,--
6105462,K02098.02,Kepler-1093 c,CONFIRMED,6429,,2017ApJS..229...30M,nan,nan,,20,5,,,,,,,2.21,10.26133/NEA4,89.72,262,0,1,--,$> 120$,--
3342970,K00800.01,Kepler-234 b,CONFIRMED,6290,120,2020AJ....159..280B,nan,nan,,33,7,,,,,,,3.42,2020AJ....160..108B,2.71,1,0,1,--,$> 124$,--
3342970,K00800.02,Kepler-234 c,CONFIRMED,6290,120,2020AJ....159..280B,nan,nan,,33,7,,,,,,,3.64,2020AJ....160..108B,7.21,1,0,1,--,$> 124$,--
3353050,K00384.01,Kepler-541 b,CONFIRMED,6339,130,2020AJ....159..280B,21.35,0.47,2021ApJS..255...17S,-8,5,,,,,,,3.22,2022AJ....163..179P,5.08,519,0,1,--,$> 127$,--
3732035,K03966.01,Kepler-1535 b,CONFIRMED,6156,110,2020AJ....159..280B,nan,nan,,42,3,,,,,,,2.6,2020AJ....160..108B,138.94,0,0,1,--,$> 130$,--
11176127,K01430.01,Kepler-298 b,CONFIRMED,4543,77,2020AJ....159..280B,nan,nan,,31,19,,,,,,,2.19,2022AJ....163..179P,10.48,0,0,1,--,$> 133$,--
11176127,K01430.02,Kepler-298 c,CONFIRMED,4543,77,2020AJ....159..280B,nan,nan,,31,19,,,,,,,2.02,2022AJ....163..179P,22.93,0,4,1,--,$> 133$,--
11176127,K01430.03,Kepler-298 d,CONFIRMED,4543,77,2020AJ....159..280B,nan,nan,,31,19,,,,,,,2.63,2022AJ....163..179P,77.47,0,0,1,--,$> 133$,--
9886361,K02732.01,Kepler-403 b,CONFIRMED,6332,128,2020AJ....159..280B,20.80,0.44,2018MNRAS.474.2094A,-8,5,,,,,,,1.71,2022AJ....163..179P,7.03,2055,0,1,--,$> 133$,--
9886361,K02732.03,Kepler-403 c,CONFIRMED,6332,128,2020AJ....159..280B,20.80,0.44,2018MNRAS.474.2094A,-8,5,,,,,,,2.24,2022AJ....163..179P,54.28,2055,4,1,--,$> 133$,--
9886361,K02732.02,Kepler-403 d,CONFIRMED,6332,128,2020AJ....159..280B,20.80,0.44,2018MNRAS.474.2094A,-8,5,,,,,,,1.8,2022AJ....163..179P,13.61,2055,0,1,--,$> 133$,--
5871985,K02703.01,Kepler-1318 b,CONFIRMED,4536,77,2020AJ....159..280B,nan,nan,,29,15,,,,,,,3.07,2022AJ....163..179P,213.26,0,0,1,--,$> 136$,--
10057494,K03234.01,Kepler-1443 b,CONFIRMED,6411,142,2020AJ....159..280B,3.650,0.037,2021ApJS..255...17S,17,4,,,,,,,0.85,10.26133/NEA4,2.42,135,0,1,--,$> 137$,--
11622600,K01876.01,Kepler-991 b,CONFIRMED,4269,78,2020AJ....159..280B,nan,nan,,7,20,,,,,,,2.73,2022AJ....163..179P,82.53,0,0,1,--,$> 137$,--
5042210,K02462.01,Kepler-1838 b,CONFIRMED,6123,123,2020AJ....159..280B,nan,nan,,42,4,,,,,,,1.45,2022AJ....163..179P,12.15,518,0,1,--,$> 139$,--
6960913,K01361.01,Kepler-61 b,CONFIRMED,4216,63,2020AJ....159..280B,nan,nan,,8,8,,,,,,,2.19,10.26133/NEA4,59.88,128,0,1,--,$> 140$,--
5175024,K02563.01,Kepler-1279 b,CONFIRMED,6420,130,2020AJ....159..280B,12.39,0.12,2018MNRAS.474.2094A,11,4,,,,,,,2.36,2022AJ....163..179P,23.48,2567,0,1,--,$> 142$,--
11853905,K00007.01,Kepler-4 b,CONFIRMED,5968,110,2020AJ....159..280B,nan,nan,,51,3,,,,,,,4.07,2022AJ....163..179P,3.21,518,0,1,--,$> 142$,--
12254909,K02372.01,Kepler-1213 b,CONFIRMED,6138,120,2020AJ....159..280B,nan,nan,,41,4,,,,,,,1.37,2022AJ....163..179P,5.35,518,4,1,--,$> 144$,--
11460462,K02110.01,Kepler-1104 b,CONFIRMED,6372,122,2020AJ....159..280B,4.230,0.042,2021ApJS..255...17S,0,11,,,,,,,1.28,2022AJ....163..179P,5.04,5,4,1,--,$> 145$,--
6269070,K02608.01,Kepler-1288 b,CONFIRMED,6328,122,2020AJ....159..280B,19.91,0.40,2021ApJS..255...17S,-8,8,,,,,,,1.84,10.26133/NEA4,2.76,133,0,1,--,$> 145$,--
4155328,K01335.01,Kepler-820 b,CONFIRMED,6318,130,2020AJ....159..280B,4.220,0.042,2021ApJS..255...17S,-8,7,,,,,,,8.28,2020AJ....160..108B,127.83,519,0,1,--,$> 145$,--
8978528,K01874.02,Kepler-329 b,CONFIRMED,4784,101,2020AJ....159..280B,nan,nan,,38,28,,,,,,,1.63,2022AJ....163..179P,7.42,0,0,1,--,$> 147$,--
8978528,K01874.01,Kepler-329 c,CONFIRMED,4784,101,2020AJ....159..280B,nan,nan,,38,28,,,,,,,2.57,2022AJ....163..179P,18.68,0,0,1,--,$> 147$,--
11807274,K00262.01,Kepler-50 b,CONFIRMED,6402,142,2020AJ....159..280B,7.86,0.08,2018MNRAS.474.2094A,12,4,,,,,,,1.76,2022AJ....163..179P,7.81,2055,0,1,--,$> 147$,--
11807274,K00262.02,Kepler-50 c,CONFIRMED,6402,142,2020AJ....159..280B,7.86,0.08,2018MNRAS.474.2094A,12,4,,,,,,,1.77,2022AJ....163..179P,9.38,2055,4,1,--,$> 147$,--
7747457,K04561.01,Kepler-1613 b,CONFIRMED,5902,155,2020AJ....159..280B,nan,nan,,52,5,,,,,,,1.85,10.26133/NEA4,1.52,646,0,1,--,$> 148$,--
11086270,K00124.01,Kepler-110 b,CONFIRMED,6211,117,2020AJ....159..280B,nan,nan,,35,3,,,,,,,1.92,2020AJ....160..108B,12.69,9,0,1,--,$> 152$,--
11086270,K00124.02,Kepler-110 c,CONFIRMED,6211,117,2020AJ....159..280B,nan,nan,,35,3,,,,,,,2.38,2022AJ....163..179P,31.72,9,0,1,--,$> 152$,--
6693640,K01245.01,Kepler-798 b,CONFIRMED,6180,117,2020AJ....159..280B,nan,nan,,36,8,,,,,,,2.1,2022AJ....163..179P,13.72,0,0,1,--,$> 152$,--
5530112,K04067.01,Kepler-1937 b,CONFIRMED,6212,112,2020AJ....159..280B,8.31,0.08,2021ApJS..255...17S,35,4,,,,,,,2.86,2022AJ....163..179P,9.69,1,0,1,--,$> 154$,--
5706966,K01908.01,Kepler-333 b,CONFIRMED,4355,70,2020AJ....159..280B,nan,nan,,3,21,,,,,,,1.46,2022AJ....163..179P,12.55,0,0,1,--,$> 154$,--
5706966,K01908.02,Kepler-333 c,CONFIRMED,4355,70,2020AJ....159..280B,nan,nan,,3,21,,,,,,,1.29,2022AJ....163..179P,24.09,0,0,1,--,$> 154$,--
3833007,K00443.01,Kepler-555 b,CONFIRMED,5969,119,2020AJ....159..280B,nan,nan,,49,5,,,,,,,2.22,10.26133/NEA4,16.22,512,0,1,--,$> 154$,--
12365184,K01474.01,Kepler-419 b,CONFIRMED,6346,129,2020AJ....159..280B,4.720,0.047,2021ApJS..255...17S,-1,4,,,,,,,12.3,2022AJ....163..179P,69.73,7,0,1,--,$> 155$,--
7287995,K00877.01,Kepler-81 b,CONFIRMED,4331,84,2020AJ....159..280B,nan,nan,,-8,21,,,,,,,2.34,2022AJ....163..179P,5.95,0,0,1,--,$> 155$,--
7287995,K00877.02,Kepler-81 c,CONFIRMED,4331,84,2020AJ....159..280B,nan,nan,,-8,21,,,,,,,2.21,2022AJ....163..179P,12.04,0,0,1,--,$> 155$,--
7287995,K00877.03,Kepler-81 d,CONFIRMED,4331,84,2020AJ....159..280B,nan,nan,,-8,21,,,,,,,1.32,2022AJ....163..179P,20.84,0,0,1,--,$> 155$,--
10790387,K01288.01,Kepler-807 b,CONFIRMED,6124,115,2020AJ....159..280B,nan,nan,,40,4,,,,,,,11.63,2020AJ....160..108B,117.93,0,0,1,--,$> 159$,--
10026502,K04706.01,Kepler-1620 b,CONFIRMED,6210,,2017ApJS..229...30M,nan,nan,,31,4,,,,,,,1.31,10.26133/NEA4,101.95,514,0,1,--,$> 162$,--
8230616,K01713.02,Kepler-316 b,CONFIRMED,4339,73,2020AJ....159..280B,nan,nan,,-8,17,,,,,,,1.39,2022AJ....163..179P,2.24,0,0,1,--,$> 162$,--
8230616,K01713.01,Kepler-316 c,CONFIRMED,4339,73,2020AJ....159..280B,nan,nan,,-8,17,,,,,,,1.56,2022AJ....163..179P,6.83,0,0,1,--,$> 162$,--
11401767,K02195.03,Kepler-372 b,CONFIRMED,6230,120,2020AJ....159..280B,nan,nan,,32,4,,,,,,,1.92,2020AJ....160..108B,6.85,1,4,1,--,$> 162$,--
11401767,K02195.01,Kepler-372 c,CONFIRMED,6230,120,2020AJ....159..280B,nan,nan,,32,4,,,,,,,2.76,2020AJ....160..108B,20.05,1,4,1,--,$> 162$,--
11401767,K02195.02,Kepler-372 d,CONFIRMED,6230,120,2020AJ....159..280B,nan,nan,,32,4,,,,,,,2.36,2020AJ....160..108B,30.09,1,4,1,--,$> 162$,--
11189311,K03220.01,Kepler-1442 b,CONFIRMED,6317,134,2020AJ....159..280B,4.930,0.049,2021ApJS..255...17S,-3,6,,,,,,,4.81,2022AJ....163..179P,81.42,7,4,1,--,$> 164$,--
6696580,K02092.02,Kepler-359 b,CONFIRMED,6228,,2017ApJS..229...30M,nan,nan,,-8,23,,,,,,,4.0,10.26133/NEA4,25.56,2,4,1,--,$> 164$,--
6696580,K02092.01,Kepler-359 c,CONFIRMED,6228,,2017ApJS..229...30M,nan,nan,,-8,23,,,,,,,5.14,10.26133/NEA4,57.69,2,4,1,--,$> 164$,--
6696580,K02092.03,Kepler-359 d,CONFIRMED,6228,,2017ApJS..229...30M,nan,nan,,-8,23,,,,,,,29.77,10.26133/NEA4,77.09,2,4,1,--,$> 164$,--
6448890,K01241.02,Kepler-56 b,CONFIRMED,4756,75,2020AJ....159..280B,nan,nan,,27,5,,,,,,,5.45,2020AJ....160..108B,10.5,518,0,1,--,$> 164$,--
6448890,K01241.01,Kepler-56 c,CONFIRMED,4756,75,2020AJ....159..280B,nan,nan,,27,5,,,,,,,11.18,2020AJ....160..108B,21.41,518,4,1,--,$> 164$,--
6922244,K00010.01,Kepler-8 b,CONFIRMED,6365,140,2020AJ....159..280B,7.46,0.07,2018MNRAS.474.2094A,15,2,,,,,,,15.51,2022AJ....163..179P,3.52,2055,0,1,--,$> 164$,--
11954842,K01530.01,Kepler-883 b,CONFIRMED,6208,123,2020AJ....159..280B,nan,nan,,33,5,,,,,,,2.02,2022AJ....163..179P,12.98,1,0,1,--,$> 164$,--
11043167,K01444.01,Kepler-852 b,CONFIRMED,6300,121,2020AJ....159..280B,nan,nan,,-4,20,,,,,,,4.5,2022AJ....163..179P,44.93,519,0,1,--,$> 166$,--
4141376,K00280.01,Kepler-1655 b,CONFIRMED,6088,113,2020AJ....159..280B,nan,nan,,41,4,,,,,,,1.92,2022AJ....163..179P,11.87,0,4,1,--,$> 168$,--
10027323,K01596.01,Kepler-309 b,CONFIRMED,4626,71,2020AJ....159..280B,nan,nan,,22,15,,,,,,,1.54,2022AJ....163..179P,5.92,0,0,1,--,$> 168$,--
10027323,K01596.02,Kepler-309 c,CONFIRMED,4626,71,2020AJ....159..280B,nan,nan,,22,15,,,,,,,2.85,2020AJ....160..108B,105.36,0,0,1,--,$> 168$,--
4939346,K01873.02,Kepler-328 b,CONFIRMED,6240,131,2020AJ....159..280B,nan,nan,,21,16,,,,,,,3.1,2020AJ....160..108B,34.92,5,0,1,--,$> 170$,--
4939346,K01873.01,Kepler-328 c,CONFIRMED,6240,131,2020AJ....159..280B,nan,nan,,21,16,,,,,,,6.4,2020AJ....160..108B,71.31,5,0,1,--,$> 170$,--
7376983,K01358.04,Kepler-1987 b,CONFIRMED,4651,80,2020AJ....159..280B,nan,nan,,21,18,,,,,,,1.28,2022AJ....163..179P,2.35,0,0,1,--,$> 172$,--
7376983,K01358.03,Kepler-1987 c,CONFIRMED,4651,80,2020AJ....159..280B,nan,nan,,21,18,,,,,,,1.39,2022AJ....163..179P,3.65,0,0,1,--,$> 172$,--
7376983,K01358.01,Kepler-1987 d,CONFIRMED,4651,80,2020AJ....159..280B,nan,nan,,21,18,,,,,,,2.69,2022AJ....163..179P,5.64,0,0,1,--,$> 172$,--
7376983,K01358.02,Kepler-1987 e,CONFIRMED,4651,80,2020AJ....159..280B,nan,nan,,21,18,,,,,,,2.0,2022AJ....163..179P,8.74,0,0,1,--,$> 172$,--
9530945,K00708.02,Kepler-216 b,CONFIRMED,6275,140,2020AJ....159..280B,10.45,0.10,2018MNRAS.474.2094A,26,2,,,,,,,2.73,2022AJ....163..179P,7.69,2055,0,1,--,$> 172$,--
9530945,K00708.01,Kepler-216 c,CONFIRMED,6275,140,2020AJ....159..280B,10.45,0.10,2018MNRAS.474.2094A,26,2,,,,,,,3.82,2022AJ....163..179P,17.41,2055,0,1,--,$> 172$,--
4914566,K02635.01,Kepler-1300 b,CONFIRMED,6260,125,2020AJ....159..280B,12.71,0.13,2018MNRAS.474.2094A,28,3,,,,,,,1.48,2022AJ....163..179P,22.24,2055,4,1,--,$> 174$,--
9663113,K00179.02,Kepler-458 b,CONFIRMED,6240,121,2020AJ....159..280B,nan,nan,,26,11,,,,,,,9.87,2020AJ....160..108B,572.38,519,0,1,--,$> 174$,--
9663113,K00179.01,Kepler-458 c,CONFIRMED,6240,121,2020AJ....159..280B,nan,nan,,26,11,,,,,,,7.06,2022AJ....163..179P,20.74,519,0,1,--,$> 174$,--
4833421,K00232.02,Kepler-122 b,CONFIRMED,6069,119,2020AJ....159..280B,nan,nan,,39,13,,,,,,,2.38,2020AJ....160..108B,5.77,512,0,1,--,$> 176$,--
4833421,K00232.01,Kepler-122 c,CONFIRMED,6069,119,2020AJ....159..280B,nan,nan,,39,13,,,,,,,5.9,2020AJ....160..108B,12.47,512,0,1,--,$> 176$,--
4833421,K00232.03,Kepler-122 d,CONFIRMED,6069,119,2020AJ....159..280B,nan,nan,,39,13,,,,,,,2.28,2020AJ....160..108B,21.59,512,0,1,--,$> 176$,--
4833421,K00232.04,Kepler-122 e,CONFIRMED,6069,119,2020AJ....159..280B,nan,nan,,39,13,,,,,,,2.5,2020AJ....160..108B,38.0,512,0,1,--,$> 176$,--
4833421,K00232.05,Kepler-122 f,CONFIRMED,6069,119,2020AJ....159..280B,nan,nan,,39,13,,,,,,,2.32,2020AJ....160..108B,56.26,512,0,1,--,$> 176$,--
3942670,K00392.02,Kepler-147 b,CONFIRMED,6128,133,2020AJ....159..280B,nan,nan,,37,3,,,,,,,1.5,2022AJ....163..179P,12.61,518,0,1,--,$> 176$,--
3942670,K00392.01,Kepler-147 c,CONFIRMED,6128,133,2020AJ....159..280B,nan,nan,,37,3,,,,,,,2.59,2022AJ....163..179P,33.42,518,4,1,--,$> 176$,--
7670943,K00269.01,Kepler-1713 b,CONFIRMED,6352,125,2020AJ....159..280B,5.14,0.05,2021ApJS..255...17S,11,4,,,,,,,1.51,2022AJ....163..179P,18.01,5,4,1,--,$> 176$,--
8644365,K03384.02,Kepler-1485 b,CONFIRMED,6179,116,2020AJ....159..280B,nan,nan,,33,3,,,,,,,1.52,2022AJ....163..179P,19.92,0,0,1,--,$> 180$,--
4570949,K01658.01,Kepler-76 b,CONFIRMED,6282,133,2020AJ....159..280B,nan,nan,,19,10,,,,,,,12.83,2022AJ....163..179P,1.54,5,4,1,--,$> 180$,--
11138155,K00760.01,Kepler-1976 b,CONFIRMED,5853,100,2020AJ....159..280B,nan,nan,,45,25,,,,,,,11.68,2020AJ....160..108B,4.96,8,4,1,--,$> 182$,--
11236244,K02460.01,Kepler-1246 b,CONFIRMED,4541,82,2020AJ....159..280B,nan,nan,,9,16,,,,,,,1.51,10.26133/NEA4,11.32,128,4,1,--,$> 184$,--
5794379,K00842.01,Kepler-241 b,CONFIRMED,4652,96,2020AJ....159..280B,nan,nan,,-15,39,,,,,,,2.31,10.26133/NEA4,12.72,640,0,1,--,$> 188$,--
5794379,K00842.02,Kepler-241 c,CONFIRMED,4652,96,2020AJ....159..280B,nan,nan,,-15,39,,,,,,,2.64,10.26133/NEA4,36.07,640,0,1,--,$> 188$,--
5880320,K01060.01,Kepler-758 b,CONFIRMED,6266,121,2020AJ....159..280B,nan,nan,,-8,21,,,,,,,3.19,2020AJ....160..108B,12.11,7,4,1,--,$> 188$,--
5880320,K01060.02,Kepler-758 c,CONFIRMED,6266,121,2020AJ....159..280B,nan,nan,,-8,21,,,,,,,1.82,2020AJ....160..108B,4.76,7,0,1,--,$> 188$,--
5880320,K01060.03,Kepler-758 d,CONFIRMED,6266,121,2020AJ....159..280B,nan,nan,,-8,21,,,,,,,3.16,2020AJ....160..108B,20.5,7,4,1,--,$> 188$,--
3969687,K02904.01,Kepler-1382 b,CONFIRMED,6274,130,2020AJ....159..280B,28.35,0.82,2018MNRAS.474.2094A,-8,18,,,,,,,2.23,10.26133/NEA4,16.36,2695,4,1,--,$> 190$,--
3939150,K01215.01,Kepler-277 b,CONFIRMED,6131,121,2020AJ....159..280B,nan,nan,,36,3,,,,,,,2.75,2022AJ....163..179P,17.32,518,0,1,--,$> 190$,--
3939150,K01215.02,Kepler-277 c,CONFIRMED,6131,121,2020AJ....159..280B,nan,nan,,36,3,,,,,,,2.94,2022AJ....163..179P,33.01,518,0,1,--,$> 190$,--
5009743,K01609.01,Kepler-906 b,CONFIRMED,6124,119,2020AJ....159..280B,nan,nan,,36,3,,,,,,,2.18,2022AJ....163..179P,41.7,0,0,1,--,$> 190$,--
10925104,K00156.02,Kepler-114 b,CONFIRMED,4472,66,2020AJ....159..280B,nan,nan,,4,9,,,,,,,1.37,2022AJ....163..179P,5.19,520,0,1,--,$> 192$,--
10925104,K00156.01,Kepler-114 c,CONFIRMED,4472,66,2020AJ....159..280B,nan,nan,,4,9,,,,,,,1.74,2020AJ....160..108B,8.04,520,0,1,--,$> 192$,--
10925104,K00156.03,Kepler-114 d,CONFIRMED,4472,66,2020AJ....159..280B,nan,nan,,4,9,,,,,,,2.73,2022AJ....163..179P,11.78,520,0,1,--,$> 192$,--
12505503,K04190.01,Kepler-1563 b,CONFIRMED,5874,119,2020AJ....159..280B,nan,nan,,48,12,,,,,,,0.75,10.26133/NEA4,3.43,646,0,1,--,$> 192$,--
6946199,K01359.01,Kepler-1744 b,CONFIRMED,6257,104,2020AJ....159..280B,nan,nan,,21,10,,,,,,,3.61,2020AJ....160..108B,37.1,1,0,1,--,$> 192$,--
8583696,K01275.01,Kepler-803 b,CONFIRMED,6311,118,2020AJ....159..280B,nan,nan,,15,6,,,,,,,3.98,2022AJ....163..179P,50.29,1,0,1,--,$> 192$,--
10074466,K01917.01,Kepler-1776 b,CONFIRMED,6164,109,2020AJ....159..280B,nan,nan,,33,4,,,,,,,2.29,2022AJ....163..179P,35.01,0,4,1,--,$> 194$,--
11121752,K02333.01,Kepler-380 b,CONFIRMED,6028,116,2020AJ....159..280B,nan,nan,,41,5,,,,,,,1.2,10.26133/NEA4,3.93,640,0,1,--,$> 194$,--
11121752,K02333.02,Kepler-380 c,CONFIRMED,6028,116,2020AJ....159..280B,nan,nan,,41,5,,,,,,,1.39,10.26133/NEA4,7.63,640,0,1,--,$> 194$,--
10318874,K00104.01,Kepler-94 b,CONFIRMED,4606,65,2020AJ....159..280B,nan,nan,,14,7,,,,,,,3.21,2022AJ....163..179P,2.51,0,0,1,--,$> 194$,--
7449136,K01890.01,Kepler-1002 b,CONFIRMED,6246,182,2020AJ....159..280B,nan,nan,,22,4,,,,,,,1.75,10.26133/NEA4,4.34,135,0,1,--,$> 197$,--
3546060,K02126.01,Kepler-1110 b,CONFIRMED,4727,83,2020AJ....159..280B,nan,nan,,16,21,,,,,,,2.36,2022AJ....163..179P,9.69,0,0,1,--,$> 197$,--
7439316,K01501.01,Kepler-866 b,CONFIRMED,4600,78,2020AJ....159..280B,nan,nan,,9,16,,,,,,,1.52,2022AJ....163..179P,2.62,0,0,1,--,$> 197$,--
12058931,K00546.02,Kepler-182 b,CONFIRMED,5975,114,2020AJ....159..280B,nan,nan,,41,15,,,,,,,3.31,2020AJ....160..108B,9.83,516,4,1,--,$> 199$,--
12058931,K00546.01,Kepler-182 c,CONFIRMED,5975,114,2020AJ....159..280B,nan,nan,,41,15,,,,,,,4.09,2020AJ....160..108B,20.68,516,0,1,--,$> 199$,--
4478168,K00626.01,Kepler-624 b,CONFIRMED,6184,119,2020AJ....159..280B,nan,nan,,31,3,,,,,,,2.34,2022AJ....163..179P,14.59,0,0,1,--,$> 199$,--
8559152,K02488.01,Kepler-1256 b,CONFIRMED,6272,136,2020AJ....159..280B,nan,nan,,21,3,,,,,,,1.49,2022AJ....163..179P,12.41,5,0,1,--,$> 201$,--
10005758,K01783.01,Kepler-1662 b,CONFIRMED,6065,104,2020AJ....159..280B,nan,nan,,35,15,,,,,,,9.04,2022AJ....163..179P,134.48,0,4,1,--,$> 201$,--
10005758,K01783.02,Kepler-1662 c,CONFIRMED,6065,104,2020AJ....159..280B,nan,nan,,35,15,,,,,,,5.61,2022AJ....163..179P,284.06,0,4,1,--,$> 201$,--
3835670,K00149.01,Kepler-473 b,CONFIRMED,5852,122,2020AJ....159..280B,nan,nan,,48,3,,,,,,,5.77,2022AJ....163..179P,14.56,518,0,1,--,$> 201$,--
8505670,K00912.02,Kepler-252 b,CONFIRMED,4511,80,2020AJ....159..280B,nan,nan,,-8,14,,,,,,,1.25,2022AJ....163..179P,6.67,0,0,1,--,$> 204$,--
8505670,K00912.01,Kepler-252 c,CONFIRMED,4511,80,2020AJ....159..280B,nan,nan,,-8,14,,,,,,,2.67,2022AJ....163..179P,10.85,0,0,1,--,$> 204$,--
